COc1ccc(Cl)cc1NC(=O)c1ccc(-c2ccccc2)cc1
O=C1OC(c2cc3ccccc3c3ccccc23)SC1(c1ccccc1)c1ccccc1
O=C1OC(c2ccc3ccccc3c2)SC1(c1ccccc1)c1ccccc1
COc1ccc(/C=C/c2ccccc2-c2ccccc2/C=C/c2ccc(OC)cc2)cc1
Cc1ccc(/C=C/c2ccccc2-c2ccccc2/C=C/c2ccc(C)cc2)cc1
CC(NC(=O)C12C=CC(=O)C1C1C=CC2C1)c1ccccc1
C1=C(C2=CCCc3ccccc32)c2ccccc2CC1
COc1cc(C)c(-c2c(C)cc(OC)cc2C)c(C)c1
COc1cc(C)c(-c2cc(C)c(OC)cc2C)cc1C
C(#Cc1ccccc1)C1=C(c2cccc3ccccc23)CCCC1
Cc1cc(C)c(C#C/C=C/c2cc3c(-c4ccccc4)cccc3c3ccccc23)c(C)c1
Cc1cc(C)cc(C#C/C=C/c2cc3c(-c4ccccc4)cccc3c3ccccc23)c1
Cc1cc(C)c(C(=O)NCC(=O)c2ccccc2)c(C)c1
CC1=C(c2ccc(C)cc2)N(N(c2ccccc2)c2ccccc2)C(=O)C1=O
O=C(c1ccccc1)c1c(-c2ccccc2)[nH]c2ccccc2c1=O
O=C1NC(c2ccccc2)=C(C(=O)c2ccccc2)C1=C(c1ccccc1)c1ccccc1
O=C1C(=O)N(c2ccccc2)[C@](C(=O)Nc2ccccc2)(c2ccccc2)/C1=C(\Cl)c1ccccc1
O=C1OC(c2ccc(Br)cc2)=C(C(=O)c2ccccc2)C(=O)/C1=N/c1ccccc1
Cc1ccc(NC(=O)c2c(-c3ccccc3)oc(Nc3ccc(C)cc3)c2C(=O)c2ccccc2)cc1
CCN1C(=O)C(=C(c2ccccc2)c2ccccc2)C(C(=O)c2ccccc2)=C1c1ccccc1
CN1C(=O)C(=C(c2ccccc2)c2ccccc2)C(C(=O)c2ccccc2)=C1c1ccccc1
O=C1C(=O)N(N(c2ccccc2)c2ccccc2)C(c2ccccc2)=C1Cc1ccccc1
O=C1NC23c4ccccc4CCC2(C1=O)c1ccccc1N3c1ccccc1
COC(=O)c1c(-c2ccccc2)c2ccccc2n1-c1ccccc1
O=C1NC2(c3ccccc3)N(c3ccccc3)c3ccccc3C2(Cc2ccccc2)C1=O
O=C1NC23c4ccccc4CC2(C1=O)c1ccccc1N3c1ccccc1
CC(C)(C)C(=O)C1=C(C(C)(C)C)OC(C)(c2ccccc2)OC1=O
Cc1ccc(NC(=O)c2nn(-c3ccccc3)c(-c3ccccc3)c2C(=O)c2ccccc2)cc1
CCNC(=S)NC(=O)c1nn(-c2ccccc2)c(-c2ccccc2)c1C(=O)c1ccccc1
O=C(NC(=O)c1nn(-c2ccccc2)c(-c2ccccc2)c1C(=O)c1ccccc1)Nc1ccccc1
C=CCNc1cc(=O)n(Cc2ccccc2)c(=O)[nH]1
Cn1c(NCc2ccccc2)cc(=O)[nH]c1=O
Cn1c(NC(C)(C)C)cc(=O)n(C)c1=O
CC(c1c(N)n(C)c(=O)n(C)c1=O)c1c(N)n(C)c(=O)n(C)c1=O
Cn1c(N)c(C(c2ccccc2)c2c(N)n(C)c(=O)n(C)c2=O)c(=O)n(C)c1=O
Nc1cc(=O)[nH]c(NCc2ccccc2)n1
Nc1c(Br)c(=O)[nH]c(=O)n1Cc1ccccc1
CC(=O)N(Cc1ccccc1)c1c(N)nc(N)[nH]c1=O
O=c1[nH]c(NC2CCCCC2)c([N+](=O)[O-])c(=O)[nH]1
Cn1c(=O)[nH]c(Nc2ccc(F)cc2)c([N+](=O)[O-])c1=O
O=c1[nH]c(NCc2ccccc2)c([N+](=O)[O-])c(=O)[nH]1
Cn1c(=O)[nH]c(Nc2ccccc2)c([N+](=O)[O-])c1=O
CNc1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
Nc1nc(/N=N/c2ccccc2)c(/N=N/c2ccccc2)c(=O)[nH]1
CNc1[nH]c(=O)[nH]c(=O)c1/N=N/c1cc(Cl)ccc1Cl
CNc1c(/N=C/c2cccnc2)c(=O)n(C)c(=O)n1C
CNc1c(/N=C/c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c(=O)n(C)c(=O)n1C
CNc1c(/N=C/c2ccncc2)c(=O)n(C)c(=O)n1C
CNc1c(/N=C/c2ccc([N+](=O)[O-])cc2)c(=O)[nH]c(=O)n1C
CC(C)(C)Cn1c(=O)[nH]c(=O)c2cc([N+](=O)[O-])cnc21
CN(C)/C=N/c1cnc2c(c1)c(=O)[nH]c(=O)n2C
Cn1c(=O)[nH]c(=O)c2cc([N+](=O)[O-])cnc21
Cn1c(=O)[nH]c2ncc([N+](=O)[O-])cc2c1=O
O=c1[nH]c(=O)c2nc3c4ccccc4c4ccccc4c3nc2[nH]1
O=c1[nH]c(-c2ccccc2)nc2nc(Cl)c(Cl)nc12
Cn1c(=S)[nH]c2[nH]c(=O)cnc2c1=O
Cc1nc2c(=O)[nH]c(=O)n(C)c2nc1C
COC(=O)c1nc2[nH]c(=O)[nH]c(=O)c2nc1C(=O)OC
Cn1c(=O)[nH]c2nccnc2c1=O
Cn1c(=O)c2nc(-c3ccccn3)c(-c3ccccn3)nc2n(C)c1=O
Cn1c(=O)c2ncc(-c3ccccc3)nc2n(C)c1=O
Cn1c(=O)[nH]c2nc(Cl)cnc2c1=O
Cc1nc2c(=O)n(C)c(=O)n(C)c2nc1Cl
Cn1c(=O)c2[nH]c(=O)cnc2n(C)c1=S
Cc1nc2c(nc1Cl)c(=O)n(C)c(=O)n2C
Cn1c(=O)c2nc(Cl)c(-c3ccccc3)nc2n(C)c1=O
Cn1c(=O)c2nc(Cl)cnc2n(C)c1=O
CN(C)c1ncc2ncc(=O)[nH]c2n1
Nc1nc2nc(-c3ccccc3)nc(N)c2nc1-c1ccccc1
Nc1nc(N)c2ncc(C(=O)CCc3ccccc3)nc2n1
Cn1c(=O)cnc2c(N)nc(N)nc21
CNc1nc2nccnc2c(=O)[nH]1
CC(=O)Nc1nc2nc(C)cnc2c(=O)[nH]1
CC1Nc2nc(N)[nH]c(=O)c2N(C(=O)c2ccccc2)C1C
CNc1nc2[nH]c(=O)c(C)nc2c(=O)[nH]1
CN(C)c1nc(OCc2ccccc2)c2ncc(=O)[nH]c2n1
COc1ccccc1C(c1c(N)nc(N(C)C)[nH]c1=O)c1c(N)nc(N(C)C)[nH]c1=O
Nc1nc(-c2ccccc2)nc2[nH]c(=O)c(=O)[nH]c12
CC1Nc2nc(N(C)C)[nH]c(=O)c2NC1C
CC(C)C(=O)Nc1nc2c(c(=O)[nH]1)N(C(=O)c1cccnc1)C(C)CN2
CC1Nc2nc(N)[nH]c(=O)c2N(C(=O)c2cccnc2)C1C
CC1OC(C)(C)OC1C1CNc2nc(NC(=O)C(C)(C)C)[nH]c(=O)c2N1C(=O)c1cccnc1
CC(C)C(=O)Nc1nc2c(c(=O)[nH]1)N(C(=O)c1cccnc1)C(C)C(C)N2
CC1OC(C)(C)OC1C1CNc2nc(N)[nH]c(=O)c2N1C(=O)c1cccnc1
CC1Nc2nc(NC(=O)c3cccnc3)[nH]c(=O)c2N(C(=O)c2cccnc2)C1C
CNc1nc2[nH]c(=O)c(C(=O)O)nc2c(=O)[nH]1
Cn1c(N)nc2nc(-c3ccccc3)cnc2c1=O
Cn1c(N)nc(=O)c2nc(-c3ccccc3)c(-c3ccccc3)nc21
Nc1nc2ncc(-c3ccccc3)nc2c(=O)[nH]1
Cn1c(N)nc2[nH]c(=O)cnc2c1=O
Cn1c(N)nc2c([nH]c(=O)c(=O)n2C)c1=O
Cn1c(=O)c2c(nc(-c3ccccc3)n2C)n(Cc2ccccc2)c1=O
Cn1c(=O)c2c([nH]c(=O)n2C)n(Cc2ccccc2)c1=O
O=c1[nH]c(=O)n(Cc2ccccc2)c2nc[nH]c12
Cn1c(=O)c2[nH]c(CCCCc3nc4c([nH]3)c(=O)n(C)c(=O)n4C)nc2n(C)c1=O
Cn1c(=O)c2c(nc(Nc3cccc(Cl)c3)n2C)n(C)c1=O
Cn1c(=O)c2c(ncn2Cc2ccccc2Cl)n(C)c1=O
CNC(=O)c1nc2ccccc2[nH]c1=O
CC(=O)c1c(C(C)=O)c(-c2ccccc2)n(C)c1-c1ccccc1
COC1=CC2NC(=O)NC(=O)C2C=C1OC
CC(=O)N(C)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
Cn1c(=O)[nH]c2nc(-c3ccccc3)n(C)c2c1=O
Cn1c(=O)c2ncc(N)nc2n(C)c1=O
Cc1nc2nc(NC(=O)C(C)C)[nH]c(=O)c2nc1C(C)OC(=O)C(C)C
Cn1c(NCCc2ccccc2)cc(=O)n(C)c1=O
COc1nc(N)nc(N)c1N(C)S(=O)(=O)c1ccc(C)cc1
Cn1c(=O)c2c(C(=O)O)cc(=O)[nH]c2n(C)c1=O
Cn1c(=O)[nH]c(=O)c2nc(-c3ccccc3)c(-c3ccccc3)nc21
Cn1c(=O)c2nc(-c3ccccc3)c(-c3ccccc3)nc2n(C)c1=O
Cn1c(=O)c2nc(-c3ccccc3)c(O)nc2n(C)c1=O
CCCCCCCC[n+]1cccc(C(=O)N2c3c(nc(N)[nH]c3=O)NC(C)C2C)c1
CC(C)C(=O)Nc1nc2c(c(=O)[nH]1)N(C(=O)c1ccc[n+](Cc3ccccc3)c1)C(C)C(C)N2
CCCCCCCC[n+]1cccc(C(=O)N2c3c(nc(NC(=O)C(C)C)[nH]c3=O)NC(C)C2C)c1
CC1Nc2nc(NC(=O)c3ccc[n+](C)c3)[nH]c(=O)c2N(C(=O)c2ccc[n+](C)c2)C1C
CC(=O)Nc1nc2c(c(=O)[nH]1)N(C(=O)c1ccc[n+](Cc3ccccc3)c1)[C@@H](C(OC(C)=O)C(C)OC(C)=O)CN2
CCCCC[n+]1cccc(C(=O)N2c3c(nc(NC(=O)C(C)C)[nH]c3=O)NC(C)C2C)c1
O=C1CCCC(=O)C1=Cc1c[nH]c2ccccc12
N=c1[nH]c(-c2ccc([N+](=O)[O-])cc2)cs1
CNc1nc(-c2ccc(Br)cc2)cs1
CNc1nc(-c2ccccc2)cs1
Cc1cccc2c1NC1(c3ccccc3)CCCC3CCCCC231
C=C(C)CC1(Nc2ccc(C)cc2C)CCC(c2ccccc2)CC1
Cc1cc(C)c2c(c1)C(C)(C)C(c1ccccc1)N2
CC(C)(C)c1ccc2c(c1)C13CCCCC1CCCC3(c1ccccc1)N2
COc1ccc2[nH]c3c(c2c1)C(C)(C)c1ccccc1-3
COc1ccc([C@@H]2COc3cc(OC)ccc3C2=O)cc1
COC(=O)C(Cc1ccc(OC)c(OC)c1)C(Cc1ccc(OC)c(OC)c1)C(=O)OC
CC1(C)COC(c2cc3ccc2CCc2ccc(cc2)CC3)=N1
CC1(C)COC(c2cc3ccc2CCc2ccc(cc2Br)CC3)=N1
CC/C=C(\CC)B(c1c(C)cc(OC)cc1C)c1c(C)cc(OC)cc1C
CN(c1ccccc1)c1cc(=O)[nH]c(=O)[nH]1
c1ccc(-c2[nH]c(-c3ccccc3)c(-c3ccccc3)c2-c2ccccc2)cc1
c1ccc(-c2nc[nH]c2-c2ccccc2)cc1
O=C1C(c2ccccc2)=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1
COc1cnc(-c2ccccc2)[nH]c1=O
CN(C)c1cnc(-c2ccccc2)nc1O
Nc1cc(Br)c(-c2ccccc2)cn1
c1ccc(-c2noc(-c3ccccc3)n2)cc1
C#CCCCc1ncc(-c2ccccc2)cn1
[O-][n+]1onc2c(-c3ccccc3)nnc(-c3ccccc3)c21
Cn1c(=O)cc(C(C)(C)C)[nH]c1=O
O=[N+]([O-])c1ccc(-c2nc(O)nc(O)c2[N+](=O)[O-])cc1
Cc1nc(-c2ccccn2)cc(=O)[nH]1
Nc1nc(-c2ccccc2)nc(O)c1N
O=c1cc(-c2ccccc2)nc(-c2ccccc2)[nH]1
O=c1[nH]cnc2[nH]c(-c3ccc([N+](=O)[O-])cc3)nc12
O=c1[nH]cnc2[nH]c(-c3ccc(Cl)cc3)nc12
CCCCc1ccc(-c2cnc3c(=O)[nH]cnc3n2)cc1
O=c1[nH]cnc2ncc(-c3ccccc3)nc12
Nc1c([N+](=O)[O-])cnnc1-c1ccccc1
CC12CCCC(=O)C1C(c1ccccc1)NC2c1ccccc1
Cc1ccc(-n2c(N)c(C#N)c(-c3ccc(Cl)cc3)c(C#N)c2=O)cc1
COc1ccc(-n2c(N)c(C#N)c(-c3ccc(C)cc3)c(C#N)c2=O)cc1
Cc1ccc(S(=O)(=O)N(C)CCc2c[nH]c3ccccc23)cc1
O=C1Nc2ccccc2C1c1ccccc1
O=C1NC(=O)C2C1C(c1ccccc1)N1C3C(=O)NC(=O)C3C(c3ccccc3)N21
CN1C(=O)C2C(C1=O)N1C(c3ccccc3)C3C(=O)N(C)C(=O)C3N1C2c1ccccc1
C=C(Cc1ccc(OC)cc1)CC(Cc1ccc(OC)cc1)(C(=O)OC)C(=O)OC
COc1ccc(C(=O)OCCC(C)(C)/C=N/Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1
CNn1c([C@H](C)OC)nc2ccccc2c1=O
O=c1c2ccccc2nc2n1N1C(C[C@@H]2CC/C=C/c2ccccc2)C1c1ccccc1
O=c1cc(NCc2ccccc2)[nH]nc1-c1ccccc1
Cc1cccc(Nc2cc(O)c(-c3ccccc3)nn2)c1
O=c1oc2c(-c3ccccc3)n[nH]c(=O)c2c2c1CCC2
O=c1[nH]c2c(cnn2-c2ccccc2)c(O)c1-c1ccccc1
O=c1oc2c(-c3ccccc3)n[nH]c(=O)c2c2c1CCCC2
CC(=O)Oc1c(C(=O)c2nnc(C)o2)c(=O)n(Cc2ccccc2)c2ccccc12
Cn1c(=O)c2c(O)c(Cc3ccccc3)c(=O)[nH]c2n(C)c1=O
O=c1[nH]c2c(c(O)c1-c1ccccc1)c(=O)n(-c1ccccc1)c(=O)n2-c1ccccc1
O=c1[nH]c2ccccc2c2nnc(-c3ccccc3)cc12
COc1ccc(-c2cc3c(=O)[nH]c4ccccc4c3nn2)cc1
O=C1C(c2ccccc2)=C(O)c2cccc3c(=O)[nH]c(O)c1c23
FC(F)(F)c1cccc(Nc2ccc(-c3ccccc3)nn2)c1
Cc1ccc(-[n+]2c([O-])c(Cc3ccccc3)c(=O)n3nc(-c4ccccc4)ccc32)cc1
Cc1cc(C)[n+]2n1C(=O)C(c1ccccc1)=C2[O-]
COC(=O)c1c(O)cc(C(C)(C)C)n(-c2ccc(F)cc2)c1=O
CCN1C(=O)C(c2ccccc2)(C(Cl)Cl)C(=O)c2ccccc21
O=c1oc(-c2nnn[nH]2)nc2ccccc12
CC(C#N)(Nc1ccc(Cl)cc1)c1ccncc1
CC1n2c(=O)c(C(=O)c3nnn[nH]3)c(O)c3cccc(c32)C1(C)C
CC12CCCc3c(-c4ncn[nH]4)c(-c4ccccc4)c(=O)n(c31)-c1ccccc12
Cn1c(=O)c(/C(=N/c2ccccc2C(C)(C)C)c2nnn[nH]2)c(O)c2ccccc21
O=C(c1nnn[nH]1)c1c(O)c2cccc3c2n(c1=O)CCC3
Cn1c(=O)c(/C(=N\Cc2ccccc2)c2nnn[nH]2)c(O)c2ccccc21
COc1cccc2c1NC(=O)C(OC)(OC)C2=O
O=C1c2cccc3c2N(CC3)C(=O)C1(Cl)c1ccccc1
CC1Cc2cccc3c(O)c(C(=O)c4nnn[nH]4)c(=O)n1c23
Cc1cc(C)c(/N=C(\c2nnn[nH]2)c2c(O)c3ccccc3n(C)c2=O)c(C)c1
CN(/N=C(/c1nnn[nH]1)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1
COc1ccc(Nc2cc(O)c(-c3ccccc3)nn2)cc1
O=C1C(c2ccccc2)=C(O)c2cccc3c(=O)n(-c4ccccc4)c(O)c1c23
Cc1ccc2n(n1)c(=O)c(Cc1ccccc1)c([O-])[n+]2-c1ccccc1
Cn1c(=O)c(/C(=N/Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c2nnn[nH]2)c(O)c2ccccc21
Cc1cc(C)c(-c2c(O)c3ccccc3n(C)c2=O)c(C)c1
O=C1c2cccc3c2N(CCC3)C(=O)C1(F)c1ccccc1
O=c1cc(NCc2ccccc2)c(-c2ccccc2)n[nH]1
CC(C#N)(Nc1ccccc1)c1ccccn1
CC(C#N)(Nc1ccc(Cl)cc1)c1cccnc1
Cn1c(=O)c(/C(=N/NC(=O)Nc2ccccc2)c2nnn[nH]2)c(O)c2ccccc21
Cc1cc(C)n(-c2c(-c3ccccc3)c(=O)n(C)c3ccccc23)n1
Cn1c2ccccc2n2c(=O)c(Cl)c(-c3ccccc3)c(C#N)c12
O=c1c(Cc2ccccc2)c(O)nc2[nH]nnn12
O=c1c(-c2ccccc2)c(Cl)c2cccc3c2n1CC3
Cc1ccc(-[n+]2c([O-])c(-c3ccccc3)c(=O)n3nc(C)ccc32)cc1
O=C1C(Cc2ccccc2)=C(O)c2cccc3c(=O)n(-c4ccccc4)c(O)c1c23
Cn1c(=O)c(-c2cccc(C(F)(F)F)c2)c(-n2cnnc2)c2ccccc21
Cc1cc(C)c(-c2c(O)cc3n(c2=O)-c2ccc(Cl)cc2C3(C)C)c(C)c1
Cn1c(=O)c(-c2ccc(Cl)cc2)c(Cl)c2ccccc21
Cc1nn(-c2ccccc2)c(NP(=O)(Oc2ccccc2)Oc2ccccc2)c1[N+](=O)[O-]
CC(C)c1ccc2c(c1)c(O)c(C(=O)c1nnn[nH]1)c(=O)n2C
CCc1ccc2c(c1)c(O)c(C(=O)c1nnn[nH]1)c(=O)n2C
O=c1c(Cc2ccccc2)c([O-])[n+](-c2ccc(Cl)cc2)c2ccc(-c3ccccc3)nn12
COP(=Nc1cc(=O)n(-c2ccccc2)c(=O)n1-c1ccccc1)(OC)OC
Cc1cc(Nc2ccccc2)cc(=O)n1C
Cc1cc(C)c(-c2c(O)c3cnn(-c4ccccc4)c3[nH]c2=O)c(C)c1
Cc1cc(C)c(-c2c(O)c(C(=O)c3ccccc3)c(-c3ccccc3)[nH]c2=O)c(C)c1
O=C(c1nnn[nH]1)c1c(O)c2cccc3c2n(c1=O)CC3
COCCc1c(C)c(C#N)c2n(C)c3ccccc3n2c1=O
O=C1Nc2ccccc2C(=O)C1(Cl)Cc1ccccc1
O=C1Nc2c(ccc(Cl)c2Cl)C(=O)C1(Br)c1ccccc1
O=C(c1nnn[nH]1)c1c(O)c2ccccc2n(-c2ccccc2)c1=O
Nn1c(Nc2ccc(Br)cc2)nnc(/C=C/c2ccccc2)c1=O
O=C(/C=C/c1cccn(-c2ccccc2)c1=O)c1ccccc1
O=C(Nc1ccccc1-c1nc2ccccc2c(=O)o1)C(F)(F)F
COc1ccc(C(c2ccc(OC)cc2)c2c[nH]c3ccccc23)cc1
COc1cc(OC)c(-c2cc(I)c(OC)cc2OC)cc1I
COc1cc(-c2cc(OC)c(Br)cc2OC)c(OC)cc1Br
CN1/C(=C\C(=O)CCCCC(=O)/C=C2/N(C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21
COC1(OC)C=NN=C2NC(c3ccccc3)=NN21
C=CCCn1nc(-c2ccccc2)oc1=O
CC(C)=CCC1(c2ccccc2)C(c2ccccc2)=C1c1ccccc1
CC1=C(c2ccccc2)C1(Cc1ccccc1C)c1ccccc1
Cc1ccc(/N=C(/NC(=N)N[N+](=O)[O-])Nc2ccc(C)cc2)cc1
O=C1C=C(NCCc2cc(Br)c(O)c(Br)c2)C(=O)c2ccccc21
O=C1OC(=O)C2C1C1(c3ccccc3)OC2(c2ccccc2)c2cc3ccccc3cc21
O=C1OC(=O)C2C1C1(c3ccccc3)OC2(c2ccccc2)c2ccccc21
O=S1(=O)C(Br)(c2ccccc2)c2ccccc2C1(Br)c1ccccc1
c1ccc(-c2cc3c4ccccc4c4ccccc4c3[nH]2)cc1
BrC12c3ccccc3C1C1(c3ccccc3)OC2(c2ccccc2)c2ccccc21
c1ccc(NCc2csc3ccccc23)cc1
CC(=O)Nc1ccc2cccc([N+](=O)[O-])c2c1[N+](=O)[O-]
CC(=O)Nc1cc([N+](=O)[O-])c(NC(C)=O)c2ccccc12
CC(=O)Nc1c([N+](=O)[O-])c([N+](=O)[O-])c(NC(C)=O)c2ccccc12
COc1ccc([N+](=O)[O-])cc1NC(c1ccccc1)(c1ccccc1)c1ccccc1
Cc1cc(O)ccc1C1(c2ccc(O)cc2C)OC(=O)c2ccccc21
Cc1ccc2[nH]c(C)c(-c3ccccc3)c2c1
CC(C)(C)c1ccc(C(C)(C)C)c(Oc2ccc([N+](=O)[O-])c(C(=O)c3ccccc3)c2)c1
CC(C)(C)C1=CC(=C(c2ccccc2)c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)C=C(C(C)(C)C)C1=O
CC(C)(C)c1ccc(C(C)(C)C)c(Oc2ccc([N+](=O)[O-])cc2C(=O)c2ccccc2)c1
Cn1c(-c2ccc3c(c2)OCO3)c(C(=O)O)c(=O)c2ccccc21
COc1ccc2c(=O)c(C(=O)O)c(-c3ccc4c(c3)OCO4)n(C)c2c1
COc1cccc2c(=O)c(C(=O)O)c(-c3ccc4c(c3)OCO4)n(C)c12
COc1cccc2c(=O)cc(-c3ccc4c(c3)OCO4)n(C)c12
COc1ccc2c(c1)c(=O)c(C(=O)O)c(-c1ccc3c(c1)OCO3)n2C
COc1ccc2nc(-c3ccccc3)cc(OC)c2c1
COc1ccc2c(=O)cc(-c3ccccc3)n(C)c2c1
COc1ccc2c(c1)c(=O)cc(-c1ccccc1)n2C
COc1ccc2c(OC)cc(-c3ccccc3)nc2c1
COc1ccc(-c2cc(OC)c3ccccc3n2)cc1
COc1ccc(-c2cc(=O)c3ccccc3n2C)cc1
CCOC(=O)C(C)(C)C(=O)c1ccc2cc(OC)ccc2c1
COc1cc2c(cc1OC)C(C(C)(C)C)NCC2
CC1(C)C=C(c2ccc(O)cc2O)CC(C)(C)N1
Nc1c(Br)cc(Br)c2c1C(=O)c1ccccc1C2=O
CC(=O)C1=C(C)NC(C)=C(C(C)=O)C1c1ccccc1
N#Cc1c(-c2ccc(Cl)cc2)cc2c(c1N)c(=O)oc1ccccc12
N#CC1=C(N)Oc2c(ccc3ccccc23)C1c1ccc(Cl)cc1
CN(C)Cc1ccccc1C1(O)c2ccccc2CSc2ccccc21
CN(C)CC1CCc2ccccc2C1=O
CNc1cccc2c1C(=O)c1ccccc1C2=O
CNCc1ccccc1Sc1ccc(O)cc1O
Clc1ccc(-c2nc3cc4nc5ccccc5nc4cc3[nH]2)cc1
CCCOc1ccc(-c2nc3cc4nc5ccccc5nc4cc3[nH]2)cc1OC
CNCc1ccccc1Sc1ccc(OC)cc1
CN(C)CCSC1(c2ccccc2)c2ccccc2CSc2ccccc21
CNc1ccc(NC)c2c1C(=O)c1ccccc1C2=O
Cc1c(NC(=O)CCC(=O)O)c(=O)n(-c2ccccc2)n1C
N#Cc1c2c(c(=O)n3c1[nH]c1ccccc13)CCC2
Cc1ccc(NC(=S)NCc2cccnc2)cc1
O=[N+]([O-])c1ccc(N/N=C/c2ccco2)c([N+](=O)[O-])c1
O=[N+]([O-])c1ccc(N/N=C\c2ccncc2)c([N+](=O)[O-])c1
O=C1OC(c2ccccc2)(c2ccccc2)c2ccccc21
CN(C)CC1CCCCC1C1(O)c2ccccc2CSc2ccccc21
Cc1noc(NC(=O)c2c(O)c3cccc4c3n(c2=O)CCC4)c1C
O=C(Nc1ccccc1-c1ccccc1)c1c(O)c2cccc3c2n(c1=O)CCC3
