cano_smiles,pred_prop
Cc(cc(c(OC)c1)NC(C(c2c3cccc2)=NN(c2cc(OC)ccc2)C3=O)=O)c1Cl,97029,1,0.96
Cc1nc(Nc(cc2)ccc2NC(c(c(F)ccc2)c2F)=O)nc(N2CCOCC2)c1,80403,1,0.88
O=C(c(cc1OCOc1c1)c1N1)N(CCc2nc(-c3ncccc3)no2)C1=O,199624,1,0.8
Cc(cccc1)c1C(Nc(cc(cc1)NC(Cc(cc2)ccc2OC)=O)c1OC)=O,164022,1,0.86
O=C1Nc(cc(cc2)-c3cc(-c4ccccc4)c(COc(cc4)c-5cc4Cl)c5n3)c2OC1,225974,1,0.94
Cc(nc(C=CN(Cc(cc1)ccc1OC)C1=O)c1c1)c1C(Nc(cc1)cc(Cl)c1F)=O,68111,1,0.9
CCn(c(C(Nc1cccc(C(F)(F)F)c1)=O)c1)nc1-c(ccc(OC)c1)c1OC,69657,1,0.85
CC(C)(c(cc1)ccc1Oc(cc1)ccc1NC(c(cc1)ccc1[N+]([O-])=O)=O)c(cc1)ccc1Oc(cc1)ccc1NC(c(cc1)ccc1[N+]([O-])=O)=O,140260,1,0.95
Cc(cc1-n2nc(cccc3)c3n2)cc(NC(c(cc2OC)cc(OC)c2OC)=O)c1OC,287898,1,0.99
Cc(cccc1)c1NC(c1cccc(Nc(nc2)ncc2-c(cc2)ccc2F)c1)=O,284031,1,0.91
Cc(cc(cc1)[N+]([O-])=O)c1-c1ccc(C2C(C(OC)=O)=C(C)NC(c3c4cccc3)=C2C4=O)o1,188884,1,0.82
c12n(nc(c1c(C(=O)NCCCn1nc(cc1C)C)cc(n2)C)C)c1ccc(cc1)OC,156862,1,0.92
COCCNc(nc(c1c2N)-c(cccc3)c3F)nc1nn2-c(cc1)ccc1F,207656,1,0.85
Cc1cccc(-c(cc2)ncc2C(Nc(cc(cc2)Cl)c2OC)=O)c1,209683,1,0.88
COc1cc(C(N2NCc3ccc(-c(cccc4)c4[N+]([O-])=O)o3)=Nc(cccc3)c3C2=O)cc(OC)c1OC,111230,1,0.9
CC(C)(C)c(cc1)ccc1-c1cc(C(NCCc(cc2)cc(OC)c2OC)=O)nn1C,204674,1,0.84
COc1cc2ccccc2cc1C(Nc(cc1)cc2c1oc(-c(cccc1)c1F)n2)=O,139776,1,0.97
CC(NN(C(c1nc(cccc2)c2[nH]1)Nc1c2cccc1)C2=O)=O,79632,1,0.87
COc(ccc(C(Nc(ccc(-c1nc(cccc2)c2s1)c1)c1Cl)=O)c1)c1OC,53903,1,0.96
CC(Nc(cc1)ccc1C(N/C(/NCCc1c[nH]c2c1cccc2)=N/c1c(C)cc(C)cc1)=O)=O,56886,1,0.88
[O-][N+](c(cc(C(C=C(c(cc1)ccc1Cl)N1)n2c1nc1c2cccc1)cc1)c1Cl)=O,124217,1,0.96
COc(cc1)cc2c1[nH]cc2CCNC(c(cc1)ccc1-n1nnnc1)=O,349201,1,0.86
Cc1cccc(/N=C(\c(cccc2)c2N2)/C2=O)c1,201175,1,0.85
Cc1cc(NC(c2c(cccc3Cl)c3nc(-c3ncccc3)c2)=O)c(C)cc1,339628,1,0.91
COc(cc1)ccc1-c(c1c(cccc2)c2ccc1nc1CCC2)c1C2=O,212429,1,0.86
CCn(c(-c1n[nH]c(NC(c(cc2)ccc2Cl)=O)c1)c1)c2c1ccc(OC)c2,156904,1,0.96
Cc1cccc(CNC(c(c2ccc3)cc(C)nc2c3-c2ccccc2)=O)c1,105232,1,0.82
COc(cc1)ccc1OC(C=NN(c1cccc(Cl)c1)C1=O)=C1Nc1cc(C(NCc2ccncc2)=O)ccc1,129021,1,0.96
Cc1ccc(CNC(c2c(cc(cc3)Br)c3nc(C)c2)=O)o1,165395,1,0.84
[O-][N+](c1cc(NC(c2nn3c(C(F)(F)F)cc(-c4ccccc4)nc3c2)=O)cc(Oc(cc2)ccc2Cl)c1)=O,225691,1,0.89
Cc1ccc(cc(cc(C(Nc2cc(F)c(C)cc2)=O)o2)c2n2)c2c1,217422,1,0.82
CNc1nc2nonc2nc1Nc1ccccc1,227826,1,0.96
COC(c(cc1-c(cc2)ccc2OC)nn1-c(cc1)nnc1-c1cccs1)=O,255770,1,0.88
Cc(cc1)ccc1C(NCc1nc(-c2cc(OC)cc(OC)c2)no1)=O,90181,1,0.8
COc1c(C2n3nc(-c(cc4)ccc4Cl)nc3NC(c(cc3)ccc3Cl)=C2)cccc1,77927,1,0.99
Cc(cc1)ccc1C(Nc(cccc1)c1-c(cccc1)c1NC(c1ccc(C)cc1)=O)=O,203964,1,0.96
CC(Oc(n(-c1c(C)ccc(C)c1)nc1-c2cc(OC)cc(OC)c2)c1-c(cc1)ccc1NC(c1cccc(Br)c1)=O)=O,280324,1,0.95
Cc1cccc(Nc2nc(C(NCCc3ccco3)=O)nc3ccccc23)c1,309008,1,0.94
CC(c1cc(Nc2nc(-c(cc3)cc(OC)c3OC)no2)ccc1)=O,22625,1,0.83
Cc1c(/C=C2\Sc3nc(cccc4)c4n3C2=O)c(cc(C)cc2)c2[nH]1,281038,1,0.9
Cc1cccc(CSc2nnc(-c3cc(-c(cc4OC)cc(OC)c4OC)nc4ccccc34)n2CC=C)c1,296642,1,0.83
Cc(c(c1nc(C)c2)c2C(NCc2ncccc2)=O)nn1-c1ccc(C)cc1,102618,1,0.86
CCc(c(NC(Nc1ccc(C)cc1)=O)cc(C(C)(C)C)c1)c1NC(Nc1ccc(C)cc1)=O,55633,1,0.96
n12nc(cc1nccc2c1sccc1)C(Nc1cc2c(OCCO2)cc1)=O,146171,1,0.87
CCC(Nc1nc(ccc(NC(c2cc(OC)ccc2)=O)c2)c2s1)=O,337085,1,0.88
COc1cccc(NC(Nc2cc(-c3nnc(-c4ccccc4)o3)ccc2)=O)c1,242367,1,0.92
COc(cc1)ccc1NC(c1cccc2c1NC(CCC1)=C1C2=O)=O,87093,1,0.92
Cc(c(c1nc(C)c2)c2C(Nc2ccc(C)cc2)=O)nn1-c1ccc(C)cc1,177160,1,0.87
COc(cccc1)c1NC(N(C1)c(cccc2)c2-n2c1ccc2)=O,115572,1,0.81
Cc1cc(C)nc2cc(-c3cccc(Br)c3)nn12,349648,1,0.82
COc(c(NC(c(cc1)cc2c1OCO2)=O)c1)cc(Cl)c1OC,332754,1,0.87
O=C(c(cc1)cc(-n2nnc(-c(cc3)ccc3Cl)c2N2)c1C2=O)NC1CC1,114730,1,0.81
CC(C)(C)c1ccc(Cn(c(C(Nc2ccccc2)=O)c2)c(cc3)c2cc3NC(Cc(cc2)ccc2F)=O)cc1,289094,1,0.94
c1(c(n[nH]c1C)c1ccc(cc1)OC)CC(N[C@H](c1nc2c([nH]1)cccc2)C)=O,214064,1,0.86
CCOc(cc1)ccc1Nc1ncnc2c1cnn2-c1cc(C)ccc1,159089,1,0.8
Cc(ccc(-c1nc2cccnc2s1)c1)c1NC(c(ccc(OC)c1)c1OC)=O,305921,1,0.96
Cc1cccc(C(Nc(n(-c2ccccc2)nc2)c2C(Nc(cc2)ccc2Br)=O)=O)c1,68956,1,0.91
Cc1cccc(NC(N2)=NN=C(Cc3ccccc3)C2=O)c1C,118273,1,0.8
Cc(cc1)cc(NC(c2ccncc2)=O)c1NC(c1ccncc1)=O,206045,1,0.93
COC(C(N(C(C1)c(cccc2)c2OC)N=C1C1=C(c2ccccc2)c(cc(cc2)Br)c2NC1=O)=O)c1ccccc1,212108,1,0.81
Cc1nc(ccc2nsnc22)c2[nH]1,338894,1,0.81
COc1cc(-c2nc3ccccc3c(C(NCc(cc(C(F)(F)F)cc3)c3F)=O)c2)cc(OC)c1OC,89905,1,0.87
CCc1ccc(-c2cc(C(NCc3cn(C)nc3C)=O)c(cc(cc3)Cl)c3n2)s1,68895,1,0.91
COc(cc1)cc(OC)c1Nc1nnc(C2=Cc(cc(cc3)Cl)c3OC2=O)s1,171929,1,0.92
COc(c(OC)c1)cc([nH]2)c1nc2SCc1nc2ccccc2cc1,43583,1,0.97
Cc(cc1)c(C)cc1-c1nc2c(C)cccc2c(C(Nc2nc(CCCC3)c3s2)=O)c1,225577,1,0.8
CCc(cc1)ccc1NC(c(cc1)cc(s2)c1n1c2nc(-c2ccccc2)c1)=O,291904,1,0.91
c1(nc2c(n1C)cccc2)NC(c1c2c(nc(c1)c1sccc1)onc2c1ccccc1)=O,162591,1,0.93
COc1cccc(CNC(c(cc2)ccc2-c2cc(-c3ccccc3)n[nH]2)=O)c1,174929,1,0.84
COc(cc1)ccc1OCc(cc(/C=N/NC(c1cc(-c2cc(OC)ccc2)nc2ccccc12)=O)cc1)c1OC,35250,1,0.91
COc(cccc1)c1-c1c(NCCC(Nc(cc(cc2)F)c2Cl)=O)n(ccnc2)c2n1,171326,1,0.81
Cc1c(NC(CC2C(Nc3c(C)cc(C)cc3)=O)=O)n2nc1-c(cc1)ccc1OC,19540,1,0.8
Cc1c(CNC(c2c(ccc(Cl)c3C)c3nc(-c3ccccc3)c2)=O)cnn1C,326341,1,0.87
CCc(cc1)cc2c1NC(c1cccs1)=NC(c(cc1)ccc1[N+]([O-])=O)=N2,213352,1,0.96
Cc(c1c2)nc(NC(NC(Nc3ccccc3)=S)=N)nc1ccc2OC,347245,1,0.87
COc(ccc([N+]([O-])=O)c1)c1NC(C(c1c2cccc1)=NNC2=O)=O,100117,1,0.89
